mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass;isCoref
[(narkoba)-(siswa)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(narkoba)-(narkoba)];TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(narkoba)-(pembacaan deklarasi,)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(narkoba)-(siswa dan siswi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(narkoba)-(narkoba)];TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(narkoba)-(Anang Iskandar beserta Gus Ipul)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(narkoba)-(Anang Iskandar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(narkoba)-(acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(narkoba)-(narkoba ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(narkoba)-(semangat)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(narkoba)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(narkoba)-(narkoba)];TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(narkoba)-(narkoba)];TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
"[(narkoba)-(Semangat)]""";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(narkoba)-(narkoba itu)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(narkoba)-(Anang)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(narkoba)-(seusai acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(23 Mei 2013)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(pelajar)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(barang laknat itu)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(hadapan Kepala Badan Narkotika Nasional)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Komisaris Jendral Anang Iskandar dan Wakil Gubernur Saifullah Yusuf)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(Kamis pagi,)-(pelajar)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(kegiatan ini)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Sebelum acara deklarasi)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(Kamis pagi,)-(sejumlah pelajar)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(aksi teatrikal)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Mereka)];FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(potongan kertas)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(jenis narkotika dan obat-obatan)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Kertas itu)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(Kamis pagi,)-(panggung)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(pelajar)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(perisai)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(persen 'drugsfree' dan sapu)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Mereka)];FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(pengedar narkoba)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-('narkoba')];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Prosesi)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(Kamis pagi,)-(teatrikal ini)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(pembacaan Deklarasi Anti)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Narkoba)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(Kamis pagi,)-(orang pelajar putra dan putri)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(mereka)];FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(pelajar)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(siswa)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(narkoba)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(pembacaan deklarasi,)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(siswa dan siswi)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(narkoba)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Anang Iskandar beserta Gus Ipul)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(Kamis pagi,)-(Anang Iskandar)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(Kamis pagi,)-(acara deklarasi)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(narkoba ini)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(semangat)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(pelajar)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(narkoba)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(narkoba)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
"[(Kamis pagi,)-(Semangat)]""";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(narkoba itu)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(Kamis pagi,)-(Anang)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(Kamis pagi,)-(seusai acara deklarasi)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(barang laknat itu)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(hadapan Kepala Badan Narkotika Nasional)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Komisaris Jendral Anang Iskandar dan Wakil Gubernur Saifullah Yusuf)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(23 Mei 2013)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(kegiatan ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Sebelum acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(23 Mei 2013)-(sejumlah pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(aksi teatrikal)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(potongan kertas)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(jenis narkotika dan obat-obatan)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Kertas itu)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(23 Mei 2013)-(panggung)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(perisai)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(persen 'drugsfree' dan sapu)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(pengedar narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-('narkoba')];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Prosesi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(23 Mei 2013)-(teatrikal ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(pembacaan Deklarasi Anti)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(23 Mei 2013)-(orang pelajar putra dan putri)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(siswa)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(pembacaan deklarasi,)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(siswa dan siswi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Anang Iskandar beserta Gus Ipul)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(23 Mei 2013)-(Anang Iskandar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(23 Mei 2013)-(acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(narkoba ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(semangat)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
"[(23 Mei 2013)-(Semangat)]""";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(narkoba itu)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(23 Mei 2013)-(Anang)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(23 Mei 2013)-(seusai acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(barang laknat itu)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(hadapan Kepala Badan Narkotika Nasional)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Komisaris Jendral Anang Iskandar dan Wakil Gubernur Saifullah Yusuf)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;OTHER;PERSON;FALSE
[(pelajar)-(pelajar)];TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(pelajar)-(kegiatan ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Sebelum acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(pelajar)-(sejumlah pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(pelajar)-(aksi teatrikal)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(potongan kertas)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(jenis narkotika dan obat-obatan)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Kertas itu)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(pelajar)-(panggung)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(pelajar)];TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(pelajar)-(perisai)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(persen 'drugsfree' dan sapu)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;TRUE
[(pelajar)-(pengedar narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-('narkoba')];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Prosesi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(pelajar)-(teatrikal ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(pembacaan Deklarasi Anti)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(pelajar)-(orang pelajar putra dan putri)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;FALSE
[(pelajar)-(mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;TRUE
[(pelajar)-(pelajar)];TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(pelajar)-(siswa)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(pembacaan deklarasi,)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(siswa dan siswi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;TRUE
[(pelajar)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Anang Iskandar beserta Gus Ipul)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(pelajar)-(Anang Iskandar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(pelajar)-(acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(narkoba ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(semangat)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(pelajar)];TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;OTHER;OTHER;TRUE
[(pelajar)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
"[(pelajar)-(Semangat)]""";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(narkoba itu)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(pelajar)-(Anang)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(pelajar)-(seusai acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(hadapan Kepala Badan Narkotika Nasional)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(Komisaris Jendral Anang Iskandar dan Wakil Gubernur Saifullah Yusuf)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;OTHER;PERSON;FALSE
[(barang laknat itu)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(kegiatan ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(Sebelum acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(barang laknat itu)-(sejumlah pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(aksi teatrikal)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(Mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(potongan kertas)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(jenis narkotika dan obat-obatan)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;TRUE
[(barang laknat itu)-(Kertas itu)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(barang laknat itu)-(panggung)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(perisai)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(persen 'drugsfree' dan sapu)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(Mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(pengedar narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-('narkoba')];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;TRUE
[(barang laknat itu)-(Prosesi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(barang laknat itu)-(teatrikal ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(pembacaan Deklarasi Anti)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(Narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;TRUE
[(barang laknat itu)-(orang pelajar putra dan putri)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(mereka)];FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(siswa)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;TRUE
[(barang laknat itu)-(pembacaan deklarasi,)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(siswa dan siswi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;TRUE
[(barang laknat itu)-(Anang Iskandar beserta Gus Ipul)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(barang laknat itu)-(Anang Iskandar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(barang laknat itu)-(acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(narkoba ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(semangat)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;TRUE
[(barang laknat itu)-(narkoba)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;TRUE
"[(barang laknat itu)-(Semangat)]""";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(barang laknat itu)-(narkoba itu)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;TRUE
[(barang laknat itu)-(Anang)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;PERSON;FALSE
[(barang laknat itu)-(seusai acara deklarasi)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(hadapan Kepala Badan Narkotika Nasional)-(Komisaris Jendral Anang Iskandar dan Wakil Gubernur Saifullah Yusuf)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;OTHER;PERSON;FALSE
[(hadapan Kepala Badan Narkotika Nasional)-(pelajar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
[(hadapan Kepala Badan Narkotika Nasional)-(kegiatan ini)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;OTHER;OTHER;FALSE
